Statement,Rating,cleaned,cleaned tokenized,period%,comma%,colon%,semicolon%,question mark%,exclamation mark%,dash%,apostrophe%,close parenthesis%,capitalized%,slang words%,curse words%,with numericals%,bigrams,trigrams
Ilang pasyalan sa Siquijor patok sa mga turista,Real,ilang pasyalan siquijor patok turista,"['ilang', 'pasyalan', 'siquijor', 'patok', 'turista']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['ilang pasyalan', 'pasyalan siquijor', 'siquijor patok', 'patok turista']","['ilang pasyalan siquijor', 'pasyalan siquijor patok', 'siquijor patok turista']"
Karen Davila aliw kay KaladKaren bilang Star Patroller,Real,karen davila aliw kay kaladkaren star patroller,"['karen', 'davila', 'aliw', 'kay', 'kaladkaren', 'star', 'patroller']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['karen davila', 'davila aliw', 'aliw kay', 'kay kaladkaren', 'kaladkaren star', 'star patroller']","['karen davila aliw', 'davila aliw kay', 'aliw kay kaladkaren', 'kay kaladkaren star', 'kaladkaren star patroller']"
Patay na nga ba si Bongbong Marcos?,Real,patay nga ba bongbong marcos,"['patay', 'nga', 'ba', 'bongbong', 'marcos', '?']",0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['patay nga', 'nga ba', 'ba bongbong', 'bongbong marcos']","['patay nga ba', 'nga ba bongbong', 'ba bongbong marcos']"
Lalaki sugatan matapos makuryente sa Olongapo City,Real,lalaki sugatan matapos makuryente olongapo city,"['lalaki', 'sugatan', 'matapos', 'makuryente', 'olongapo', 'city']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lalaki sugatan', 'sugatan matapos', 'matapos makuryente', 'makuryente olongapo', 'olongapo city']","['lalaki sugatan matapos', 'sugatan matapos makuryente', 'matapos makuryente olongapo', 'makuryente olongapo city']"
"P1.5B na halaga ng mga smuggled agricultural products, nasamsam ng DA mula October 2022 hanggang January 2023",Real,p1 5b halaga smuggled agricultural products nasamsam da october 2022 january 2023,"['p1.5b', 'halaga', 'smuggled', 'agricultural', 'products', ',', 'nasamsam', 'da', 'october', '2022', 'january', '2023']",0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,"['p1 5b', '5b halaga', 'halaga smuggled', 'smuggled agricultural', 'agricultural products', 'products nasamsam', 'nasamsam da', 'da october', 'october 2022', '2022 january', 'january 2023']","['p1 5b halaga', '5b halaga smuggled', 'halaga smuggled agricultural', 'smuggled agricultural products', 'agricultural products nasamsam', 'products nasamsam da', 'nasamsam da october', 'da october 2022', 'october 2022 january', '2022 january 2023']"
"Bagong variant ng Covid-19 sa South Africa, pinangangambahang mas nakakahawa",Real,bagong variant covid 19 south africa pinangangambahang mas nakakahawa,"['bagong', 'variant', 'covid-19', 'south', 'africa', ',', 'pinangangambahang', 'mas', 'nakakahawa']",0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,"['bagong variant', 'variant covid', 'covid 19', '19 south', 'south africa', 'africa pinangangambahang', 'pinangangambahang mas', 'mas nakakahawa']","['bagong variant covid', 'variant covid 19', 'covid 19 south', '19 south africa', 'south africa pinangangambahang', 'africa pinangangambahang mas', 'pinangangambahang mas nakakahawa']"
"Medical emergency ni Miles, pagbisita ni Claudine sa puntod ni Rico yan, trending",Real,medical emergency miles pagbisita claudine puntod rico yan trending,"['medical', 'emergency', 'miles', ',', 'pagbisita', 'claudine', 'puntod', 'rico', 'yan', ',', 'trending']",0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['medical emergency', 'emergency miles', 'miles pagbisita', 'pagbisita claudine', 'claudine puntod', 'puntod rico', 'rico yan', 'yan trending']","['medical emergency miles', 'emergency miles pagbisita', 'miles pagbisita claudine', 'pagbisita claudine puntod', 'claudine puntod rico', 'puntod rico yan', 'rico yan trending']"
"54 Omicron subvariant XBB.1.9.1, nasa Pinas na",Real,54 omicron subvariant xbb 1 9 1 nasa pinas,"['54', 'omicron', 'subvariant', 'xbb.1.9.1', ',', 'nasa', 'pinas']",0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,"['54 omicron', 'omicron subvariant', 'subvariant xbb', 'xbb 1', '1 9', '9 1', '1 nasa', 'nasa pinas']","['54 omicron subvariant', 'omicron subvariant xbb', 'subvariant xbb 1', 'xbb 1 9', '1 9 1', '9 1 nasa', '1 nasa pinas']"
Gilas determinadong mabawi ang ginto sa SEA Games,Real,gilas determinadong mabawi ginto sea games,"['gilas', 'determinadong', 'mabawi', 'ginto', 'sea', 'games']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,"['gilas determinadong', 'determinadong mabawi', 'mabawi ginto', 'ginto sea', 'sea games']","['gilas determinadong mabawi', 'determinadong mabawi ginto', 'mabawi ginto sea', 'ginto sea games']"
"50% ng Pinoy ‘basted’, 33% nakararanas ng ‘one-sided’ love – SWS",Real,50 pinoy basted 33 nakararanas one sided love sws,"['50', '%', 'pinoy', '‘', 'basted', '’', ',', '33', '%', 'nakararanas', '‘', 'one-sided', '’', 'love', '–', 'sws']",0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.01818181818181818,0.0,0.1111111111111111,"['50 pinoy', 'pinoy basted', 'basted 33', '33 nakararanas', 'nakararanas one', 'one sided', 'sided love', 'love sws']","['50 pinoy basted', 'pinoy basted 33', 'basted 33 nakararanas', '33 nakararanas one', 'nakararanas one sided', 'one sided love', 'sided love sws']"
"11,000 empleyado ng kumpanyang ‘Meta’ nawalan ng trabaho",Real,11 000 empleyado kumpanyang meta nawalan trabaho,"['11,000', 'empleyado', 'kumpanyang', '‘', 'meta', '’', 'nawalan', 'trabaho']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"['11 000', '000 empleyado', 'empleyado kumpanyang', 'kumpanyang meta', 'meta nawalan', 'nawalan trabaho']","['11 000 empleyado', '000 empleyado kumpanyang', 'empleyado kumpanyang meta', 'kumpanyang meta nawalan', 'meta nawalan trabaho']"
"Pangako ni Duterte sa taas-suweldo sa mga guro, napako na nga ba?",Real,pangako duterte taas suweldo guro napako nga ba,"['pangako', 'duterte', 'taas-suweldo', 'guro', ',', 'napako', 'nga', 'ba', '?']",0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,"['pangako duterte', 'duterte taas', 'taas suweldo', 'suweldo guro', 'guro napako', 'napako nga', 'nga ba']","['pangako duterte taas', 'duterte taas suweldo', 'taas suweldo guro', 'suweldo guro napako', 'guro napako nga', 'napako nga ba']"
"Source: 2 suspek, itinuro ang isang 'malaking' personalidad' na nagpatumba kay Gov. Degamo",Real,source 2 suspek itinuro 'malaking' personalidad' nagpatumba kay gov degamo,"['source', ':', '2', 'suspek', ',', 'itinuro', '&apos;', 'malaking', '&apos;', 'personalidad', '&apos;', 'nagpatumba', 'kay', 'gov.', 'degamo']",0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,"['source 2', '2 suspek', 'suspek itinuro', ""itinuro 'malaking'"", ""'malaking' personalidad'"", ""personalidad' nagpatumba"", 'nagpatumba kay', 'kay gov', 'gov degamo']","['source 2 suspek', '2 suspek itinuro', ""suspek itinuro 'malaking'"", ""itinuro 'malaking' personalidad'"", ""'malaking' personalidad' nagpatumba"", ""personalidad' nagpatumba kay"", 'nagpatumba kay gov', 'kay gov degamo']"
RCEP umabot sa plenaryo ng Senado sa ikalawang pagkakataon,Real,rcep umabot plenaryo senado ikalawang pagkakataon,"['rcep', 'umabot', 'plenaryo', 'senado', 'ikalawang', 'pagkakataon']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,"['rcep umabot', 'umabot plenaryo', 'plenaryo senado', 'senado ikalawang', 'ikalawang pagkakataon']","['rcep umabot plenaryo', 'umabot plenaryo senado', 'plenaryo senado ikalawang', 'senado ikalawang pagkakataon']"
"Hiling na ekstensyon ni Marcos sa kasong diskwalipikasyon, pinaboran ng Comelec",Real,hiling ekstensyon marcos kasong diskwalipikasyon pinaboran comelec,"['hiling', 'ekstensyon', 'marcos', 'kasong', 'diskwalipikasyon', ',', 'pinaboran', 'comelec']",0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['hiling ekstensyon', 'ekstensyon marcos', 'marcos kasong', 'kasong diskwalipikasyon', 'diskwalipikasyon pinaboran', 'pinaboran comelec']","['hiling ekstensyon marcos', 'ekstensyon marcos kasong', 'marcos kasong diskwalipikasyon', 'kasong diskwalipikasyon pinaboran', 'diskwalipikasyon pinaboran comelec']"
"Paglikha ng Department of Water, pinabibilisan",Real,paglikha department of water pinabibilisan,"['paglikha', 'department', 'of', 'water', ',', 'pinabibilisan']",0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['paglikha department', 'department of', 'of water', 'water pinabibilisan']","['paglikha department of', 'department of water', 'of water pinabibilisan']"
"2 mortar, nadiskubre sa bahay sa Maynila",Real,2 mortar nadiskubre bahay maynila,"['2', 'mortar', ',', 'nadiskubre', 'bahay', 'maynila']",0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,"['2 mortar', 'mortar nadiskubre', 'nadiskubre bahay', 'bahay maynila']","['2 mortar nadiskubre', 'mortar nadiskubre bahay', 'nadiskubre bahay maynila']"
"8 drug suspects sa Bicol timbog, shabu na nasa kalahating milyong piso kinumpiska ",Real,8 drug suspects bicol timbog shabu nasa kalahating milyong piso kinumpiska,"['8', 'drug', 'suspects', 'bicol', 'timbog', ',', 'shabu', 'nasa', 'kalahating', 'milyong', 'piso', 'kinumpiska']",0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,"['8 drug', 'drug suspects', 'suspects bicol', 'bicol timbog', 'timbog shabu', 'shabu nasa', 'nasa kalahating', 'kalahating milyong', 'milyong piso', 'piso kinumpiska']","['8 drug suspects', 'drug suspects bicol', 'suspects bicol timbog', 'bicol timbog shabu', 'timbog shabu nasa', 'shabu nasa kalahating', 'nasa kalahating milyong', 'kalahating milyong piso', 'milyong piso kinumpiska']"
Ilang sakahan 'di tinataniman dahil sa problema sa irigasyon,Real,ilang sakahan 'di tinataniman problema irigasyon,"['ilang', 'sakahan', '&apos;', 'di', 'tinataniman', 'problema', 'irigasyon']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,"['ilang sakahan', ""sakahan 'di"", ""'di tinataniman"", 'tinataniman problema', 'problema irigasyon']","[""ilang sakahan 'di"", ""sakahan 'di tinataniman"", ""'di tinataniman problema"", 'tinataniman problema irigasyon']"
"Contestant sa male pageant hindi nakarampa sa stage matapos hulihin ng mga pulis, arestado sa kasong car theft",Real,contestant male pageant nakarampa stage matapos hulihin pulis arestado kasong car theft,"['contestant', 'male', 'pageant', 'nakarampa', 'stage', 'matapos', 'hulihin', 'pulis', ',', 'arestado', 'kasong', 'car', 'theft']",0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['contestant male', 'male pageant', 'pageant nakarampa', 'nakarampa stage', 'stage matapos', 'matapos hulihin', 'hulihin pulis', 'pulis arestado', 'arestado kasong', 'kasong car', 'car theft']","['contestant male pageant', 'male pageant nakarampa', 'pageant nakarampa stage', 'nakarampa stage matapos', 'stage matapos hulihin', 'matapos hulihin pulis', 'hulihin pulis arestado', 'pulis arestado kasong', 'arestado kasong car', 'kasong car theft']"
"Mala-hayop na pagtrato sa mga pasyente ng National Center for Mental Health, paiimbetsigahan sa Senado",Real,mala hayop pagtrato pasyente national center for mental health paiimbetsigahan senado,"['mala-hayop', 'pagtrato', 'pasyente', 'national', 'center', 'for', 'mental', 'health', ',', 'paiimbetsigahan', 'senado']",0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,"['mala hayop', 'hayop pagtrato', 'pagtrato pasyente', 'pasyente national', 'national center', 'center for', 'for mental', 'mental health', 'health paiimbetsigahan', 'paiimbetsigahan senado']","['mala hayop pagtrato', 'hayop pagtrato pasyente', 'pagtrato pasyente national', 'pasyente national center', 'national center for', 'center for mental', 'for mental health', 'mental health paiimbetsigahan', 'health paiimbetsigahan senado']"
"Inter-Parliamentary Union, muling nanawagan sa pagpapalaya kay De Lima",Real,inter parliamentary union muling nanawagan pagpapalaya kay de,"['inter-parliamentary', 'union', ',', 'muling', 'nanawagan', 'pagpapalaya', 'kay', 'de']",0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,"['inter parliamentary', 'parliamentary union', 'union muling', 'muling nanawagan', 'nanawagan pagpapalaya', 'pagpapalaya kay', 'kay de']","['inter parliamentary union', 'parliamentary union muling', 'union muling nanawagan', 'muling nanawagan pagpapalaya', 'nanawagan pagpapalaya kay', 'pagpapalaya kay de']"
"Anak nina Rodjun Cruz, Dianne Medina gumaling na",Real,anak nina rodjun cruz dianne medina gumaling,"['anak', 'nina', 'rodjun', 'cruz', ',', 'dianne', 'medina', 'gumaling']",0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['anak nina', 'nina rodjun', 'rodjun cruz', 'cruz dianne', 'dianne medina', 'medina gumaling']","['anak nina rodjun', 'nina rodjun cruz', 'rodjun cruz dianne', 'cruz dianne medina', 'dianne medina gumaling']"
"Singil ng Meralco, tataas ng P0.545/kWh ngayong buwan",Real,singil meralco tataas p0 545 kwh ngayong buwan,"['singil', 'meralco', ',', 'tataas', 'p0.545', '/', 'kwh', 'ngayong', 'buwan']",0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['singil meralco', 'meralco tataas', 'tataas p0', 'p0 545', '545 kwh', 'kwh ngayong', 'ngayong buwan']","['singil meralco tataas', 'meralco tataas p0', 'tataas p0 545', 'p0 545 kwh', '545 kwh ngayong', 'kwh ngayong buwan']"
Dagdag-bawas sa presyo ng produktong petrolyo – namumuro sa susunod na lingo,Real,dagdag bawas presyo produktong petrolyo namumuro susunod lingo,"['dagdag-bawas', 'presyo', 'produktong', 'petrolyo', '–', 'namumuro', 'susunod', 'lingo']",0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,"['dagdag bawas', 'bawas presyo', 'presyo produktong', 'produktong petrolyo', 'petrolyo namumuro', 'namumuro susunod', 'susunod lingo']","['dagdag bawas presyo', 'bawas presyo produktong', 'presyo produktong petrolyo', 'produktong petrolyo namumuro', 'petrolyo namumuro susunod', 'namumuro susunod lingo']"
"10 nakadetine sa Pasay detention facility, tumakas",Real,10 nakadetine pasay detention facility tumakas,"['10', 'nakadetine', 'pasay', 'detention', 'facility', ',', 'tumakas']",0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,"['10 nakadetine', 'nakadetine pasay', 'pasay detention', 'detention facility', 'facility tumakas']","['10 nakadetine pasay', 'nakadetine pasay detention', 'pasay detention facility', 'detention facility tumakas']"
EU patuloy na kikilalanin ang Filipino seafarers certificates,Real,eu patuloy kikilalanin filipino seafarers certificates,"['eu', 'patuloy', 'kikilalanin', 'filipino', 'seafarers', 'certificates']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,"['eu patuloy', 'patuloy kikilalanin', 'kikilalanin filipino', 'filipino seafarers', 'seafarers certificates']","['eu patuloy kikilalanin', 'patuloy kikilalanin filipino', 'kikilalanin filipino seafarers', 'filipino seafarers certificates']"
"Pagsusuot ng face mask ng mga manggagawa boluntaryo na rin, DOLE naglabas ng protocols",Real,pagsusuot face mask manggagawa boluntaryo rin dole naglabas protocols,"['pagsusuot', 'face', 'mask', 'manggagawa', 'boluntaryo', 'rin', ',', 'dole', 'naglabas', 'protocols']",0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,"['pagsusuot face', 'face mask', 'mask manggagawa', 'manggagawa boluntaryo', 'boluntaryo rin', 'rin dole', 'dole naglabas', 'naglabas protocols']","['pagsusuot face mask', 'face mask manggagawa', 'mask manggagawa boluntaryo', 'manggagawa boluntaryo rin', 'boluntaryo rin dole', 'rin dole naglabas', 'dole naglabas protocols']"
DSWD -14K indibidwal na apektado ng oil spill makakabenepisyo sa cash-for-work program,Real,dswd 14k indibidwal apektado oil spill makakabenepisyo cash for work program,"['dswd', '-14k', 'indibidwal', 'apektado', 'oil', 'spill', 'makakabenepisyo', 'cash-for-work', 'program']",0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,"['dswd 14k', '14k indibidwal', 'indibidwal apektado', 'apektado oil', 'oil spill', 'spill makakabenepisyo', 'makakabenepisyo cash', 'cash for', 'for work', 'work program']","['dswd 14k indibidwal', '14k indibidwal apektado', 'indibidwal apektado oil', 'apektado oil spill', 'oil spill makakabenepisyo', 'spill makakabenepisyo cash', 'makakabenepisyo cash for', 'cash for work', 'for work program']"
"Reorganization ng PCO, ipinag-utos ni PBBM para sa mas maayos na pagbibigay ng serbisyo sa publiko",Real,reorganization pco ipinag utos pbbm mas maayos pagbibigay serbisyo publiko,"['reorganization', 'pco', ',', 'ipinag-utos', 'pbbm', 'mas', 'maayos', 'pagbibigay', 'serbisyo', 'publiko']",0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,"['reorganization pco', 'pco ipinag', 'ipinag utos', 'utos pbbm', 'pbbm mas', 'mas maayos', 'maayos pagbibigay', 'pagbibigay serbisyo', 'serbisyo publiko']","['reorganization pco ipinag', 'pco ipinag utos', 'ipinag utos pbbm', 'utos pbbm mas', 'pbbm mas maayos', 'mas maayos pagbibigay', 'maayos pagbibigay serbisyo', 'pagbibigay serbisyo publiko']"
PNP makikipagtulungan na sa AFP para lansagin ang mga private armed groups sa buong bansa,Real,pnp makikipagtulungan afp lansagin private armed groups buong bansa,"['pnp', 'makikipagtulungan', 'afp', 'lansagin', 'private', 'armed', 'groups', 'buong', 'bansa']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,"['pnp makikipagtulungan', 'makikipagtulungan afp', 'afp lansagin', 'lansagin private', 'private armed', 'armed groups', 'groups buong', 'buong bansa']","['pnp makikipagtulungan afp', 'makikipagtulungan afp lansagin', 'afp lansagin private', 'lansagin private armed', 'private armed groups', 'armed groups buong', 'groups buong bansa']"
"AFP, inihanda na ang 33-man response team para sa special mission sa quake-hit Turkey",Real,afp inihanda 33 man response team special mission quake hit turkey,"['afp', ',', 'inihanda', '33-man', 'response', 'team', 'special', 'mission', 'quake-hit', 'turkey']",0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,"['afp inihanda', 'inihanda 33', '33 man', 'man response', 'response team', 'team special', 'special mission', 'mission quake', 'quake hit', 'hit turkey']","['afp inihanda 33', 'inihanda 33 man', '33 man response', 'man response team', 'response team special', 'team special mission', 'special mission quake', 'mission quake hit', 'quake hit turkey']"
Usec Cualoping hindi kumasa sa ‘lalake sa lalakeng hamon’ ni Neil: It does not solve anything,Real,usec cualoping kumasa lalake lalakeng hamon neil it does not solve anything,"['usec', 'cualoping', 'kumasa', '‘', 'lalake', 'lalakeng', 'hamon', '’', 'neil', ':', 'it', 'does', 'not', 'solve', 'anything']",0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['usec cualoping', 'cualoping kumasa', 'kumasa lalake', 'lalake lalakeng', 'lalakeng hamon', 'hamon neil', 'neil it', 'it does', 'does not', 'not solve', 'solve anything']","['usec cualoping kumasa', 'cualoping kumasa lalake', 'kumasa lalake lalakeng', 'lalake lalakeng hamon', 'lalakeng hamon neil', 'hamon neil it', 'neil it does', 'it does not', 'does not solve', 'not solve anything']"
'Amang' halos hindi gumagalaw malapit Catanduanes; 10 lugar sa ilalim ng Signal no. 1,Real,'amang' halos gumagalaw malapit catanduanes 10 lugar signal no 1,"['&apos;', 'amang', '&apos;', 'halos', 'gumagalaw', 'malapit', 'catanduanes', ';', '10', 'lugar', 'signal', 'no', '.', '1']",0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,"[""'amang' halos"", 'halos gumagalaw', 'gumagalaw malapit', 'malapit catanduanes', 'catanduanes 10', '10 lugar', 'lugar signal', 'signal no', 'no 1']","[""'amang' halos gumagalaw"", 'halos gumagalaw malapit', 'gumagalaw malapit catanduanes', 'malapit catanduanes 10', 'catanduanes 10 lugar', '10 lugar signal', 'lugar signal no', 'signal no 1']"
"Kauna-unahang kaso ng XBB.1.5 sa Pilipinas, isang local case at walang travel history ayon sa DOH",Real,kauna unahang kaso xbb 1 5 pilipinas local case travel history ayon doh,"['kauna-unahang', 'kaso', 'xbb.1.5', 'pilipinas', ',', 'local', 'case', 'travel', 'history', 'ayon', 'doh']",0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,"['kauna unahang', 'unahang kaso', 'kaso xbb', 'xbb 1', '1 5', '5 pilipinas', 'pilipinas local', 'local case', 'case travel', 'travel history', 'history ayon', 'ayon doh']","['kauna unahang kaso', 'unahang kaso xbb', 'kaso xbb 1', 'xbb 1 5', '1 5 pilipinas', '5 pilipinas local', 'pilipinas local case', 'local case travel', 'case travel history', 'travel history ayon', 'history ayon doh']"
"7.8 magnitude na lindol, posible rin mangyari sa Pilipinas ayon sa Phivolcs",Real,7 8 magnitude lindol posible rin mangyari pilipinas ayon phivolcs,"['7.8', 'magnitude', 'lindol', ',', 'posible', 'rin', 'mangyari', 'pilipinas', 'ayon', 'phivolcs']",0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,"['7 8', '8 magnitude', 'magnitude lindol', 'lindol posible', 'posible rin', 'rin mangyari', 'mangyari pilipinas', 'pilipinas ayon', 'ayon phivolcs']","['7 8 magnitude', '8 magnitude lindol', 'magnitude lindol posible', 'lindol posible rin', 'posible rin mangyari', 'rin mangyari pilipinas', 'mangyari pilipinas ayon', 'pilipinas ayon phivolcs']"
"Eumir Marcial, pinatumba ang Argentinian boxer sa 2nd round",Real,eumir marcial pinatumba argentinian boxer 2nd round,"['eumir', 'marcial', ',', 'pinatumba', 'argentinian', 'boxer', '2nd', 'round']",0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,"['eumir marcial', 'marcial pinatumba', 'pinatumba argentinian', 'argentinian boxer', 'boxer 2nd', '2nd round']","['eumir marcial pinatumba', 'marcial pinatumba argentinian', 'pinatumba argentinian boxer', 'argentinian boxer 2nd', 'boxer 2nd round']"
"Maja Salvador excited, kabado sa pagiging misis",Real,maja salvador excited kabado pagiging misis,"['maja', 'salvador', 'excited', ',', 'kabado', 'pagiging', 'misis']",0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['maja salvador', 'salvador excited', 'excited kabado', 'kabado pagiging', 'pagiging misis']","['maja salvador excited', 'salvador excited kabado', 'excited kabado pagiging', 'kabado pagiging misis']"
"Beks Battalion, bida sa pelikulang 'Beks Day of Our Lives'",Real,beks battalion bida pelikulang 'beks day of our lives',"['beks', 'battalion', ',', 'bida', 'pelikulang', '&apos;', 'beks', 'day', 'of', 'our', 'lives', '&apos;']",0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,"['beks battalion', 'battalion bida', 'bida pelikulang', ""pelikulang 'beks"", ""'beks day"", 'day of', 'of our', ""our lives'""]","['beks battalion bida', 'battalion bida pelikulang', ""bida pelikulang 'beks"", ""pelikulang 'beks day"", ""'beks day of"", 'day of our', ""of our lives'""]"
Pinoy sugatan sa bakbakan sa Sudan,Real,pinoy sugatan bakbakan sudan,"['pinoy', 'sugatan', 'bakbakan', 'sudan']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['pinoy sugatan', 'sugatan bakbakan', 'bakbakan sudan']","['pinoy sugatan bakbakan', 'sugatan bakbakan sudan']"
"QC public schools magkakaroon ng ‘asynchronous classes’, ilang private schools balik online class dahil sa transport strike",Real,qc public schools magkakaroon asynchronous classes ilang private schools balik online class transport strike,"['qc', 'public', 'schools', 'magkakaroon', '‘', 'asynchronous', 'classes', '’', ',', 'ilang', 'private', 'schools', 'balik', 'online', 'class', 'transport', 'strike']",0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,"['qc public', 'public schools', 'schools magkakaroon', 'magkakaroon asynchronous', 'asynchronous classes', 'classes ilang', 'ilang private', 'private schools', 'schools balik', 'balik online', 'online class', 'class transport', 'transport strike']","['qc public schools', 'public schools magkakaroon', 'schools magkakaroon asynchronous', 'magkakaroon asynchronous classes', 'asynchronous classes ilang', 'classes ilang private', 'ilang private schools', 'private schools balik', 'schools balik online', 'balik online class', 'online class transport', 'class transport strike']"
Along Malapitan pinangunahan ang kampanya ng Team Aksyon at Malasakit sa Caloocan,Real,along malapitan pinangunahan kampanya team aksyon malasakit caloocan,"['along', 'malapitan', 'pinangunahan', 'kampanya', 'team', 'aksyon', 'malasakit', 'caloocan']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['along malapitan', 'malapitan pinangunahan', 'pinangunahan kampanya', 'kampanya team', 'team aksyon', 'aksyon malasakit', 'malasakit caloocan']","['along malapitan pinangunahan', 'malapitan pinangunahan kampanya', 'pinangunahan kampanya team', 'kampanya team aksyon', 'team aksyon malasakit', 'aksyon malasakit caloocan']"
"Pagbabakuna vs COVID-19 sa general population sa Oktubre, aprubado na",Real,pagbabakuna vs covid 19 general population oktubre aprubado,"['pagbabakuna', 'vs', 'covid-19', 'general', 'population', 'oktubre', ',', 'aprubado']",0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,"['pagbabakuna vs', 'vs covid', 'covid 19', '19 general', 'general population', 'population oktubre', 'oktubre aprubado']","['pagbabakuna vs covid', 'vs covid 19', 'covid 19 general', '19 general population', 'general population oktubre', 'population oktubre aprubado']"
